Electronics,Televisions,Summer,Morocco,Africa,11
Electronics,Televisions,Summer,China,Asia,14
Electronics,Televisions,Rainy,India,Asia,12
Electronics,Televisions,Summer,Russia,America,14
Electronics,Televisions,Summer,Kenya,Africa,11
Electronics,Televisions,Summer,Japan,Asia,11
Electronics,Televisions,Winter,India,Asia,24
Electronics,Televisions,Summer,France ,Europe,13
Electronics,Televisions,Winter,France ,Europe,16
Electronics,Televisions,Winter,Nigeria,Africa,5
Electronics,Home Entertainment Systems,Winter,India,Asia,7
Electronics,Home Entertainment Systems,Summer,France ,Europe,22
Electronics,Home Entertainment Systems,Rainy,India,Asia,6
Electronics,Home Entertainment Systems,Winter,Netherlands ,Europe,8
Electronics,Home Entertainment Systems,Winter,Panama,America,6
Electronics,Home Entertainment Systems,Summer,France ,Europe,18
Electronics,Home Entertainment Systems,Rainy,Morocco,Africa,16
Electronics,Home Entertainment Systems,Rainy,Columbia,America,6
Electronics,Home Entertainment Systems,Summer,Morocco,Africa,16
Electronics,Home Entertainment Systems,Winter,Malasia ,Asia,13
Electronics,Headphones,Winter,Mexico,America,8
Electronics,Headphones,Summer,Germany ,Europe,8
Electronics,Headphones,Winter,Columbia,America,13
Electronics,Headphones,Rainy,Brisbane ,Australia,12
Electronics,Headphones,Rainy,Brazil,America,16
Electronics,Headphones,Rainy,Morocco,Africa,8
Electronics,Headphones,Winter,Malasia ,Asia,20
Electronics,Headphones,Winter,Malasia ,Asia,20
Electronics,Headphones,Winter,Sydney,Australia,13
Electronics,Headphones,Rainy,Mexico,America,14
Electronics,Speakers,Winter,Mexico,America,7
Electronics,Speakers,Winter,Japan,Asia,16
Electronics,Speakers,Winter,Japan,Asia,15
Electronics,Speakers,Winter,Columbia,America,24
Electronics,Speakers,Rainy,Russia,America,13
Electronics,Speakers,Rainy,China,Asia,5
Electronics,Speakers,Summer,Russia,America,16
Electronics,Speakers,Summer,Germany ,Europe,22
Electronics,Speakers,Summer,South Africa,Africa,18
Electronics,Speakers,Winter,India,Asia,15
Electronics,Home Audio & Theater,Winter,Singapore,Asia,19
Electronics,Home Audio & Theater,Rainy,Brazil,America,5
Electronics,Home Audio & Theater,Summer,Brazil,America,17
Electronics,Home Audio & Theater,Summer,Kenya,Africa,12
Electronics,Home Audio & Theater,Summer,Russia,America,25
Electronics,Home Audio & Theater,Winter,Germany ,Europe,25
Electronics,Home Audio & Theater,Summer,Argentina,America,6
Electronics,Home Audio & Theater,Rainy,Morocco,Africa,8
Electronics,Home Audio & Theater,Winter,Malasia ,Asia,12
Electronics,Home Audio & Theater,Rainy,Brazil,America,19
Electronics,Cameras,Rainy,Brazil,America,20
Electronics,Cameras,Summer,Germany ,Europe,24
Electronics,Cameras,Summer,Japan,Asia,13
Electronics,Cameras,Rainy,Brazil,America,11
Electronics,Cameras,Rainy,Italy,America,9
Electronics,Cameras,Winter,India,Asia,14
Electronics,Cameras,Winter,Brisbane ,Australia,8
Electronics,Cameras,Summer,Kenya,Africa,9
Electronics,Cameras,Summer,Kenya,Africa,19
Electronics,Cameras,Winter,Brazil,America,6
Electronics,DSLR Cameras,Rainy,Brisbane ,Australia,16
Electronics,DSLR Cameras,Winter,Panama,America,23
Electronics,DSLR Cameras,Winter,Belgium ,Europe,23
Electronics,DSLR Cameras,Winter,Brazil,America,15
Electronics,DSLR Cameras,Rainy,Columbia,America,11
Electronics,DSLR Cameras,Summer,France ,Europe,19
Electronics,DSLR Cameras,Summer,Japan,Asia,14
Electronics,DSLR Cameras,Summer,Columbia,America,17
Electronics,DSLR Cameras,Summer,Columbia,America,21
Electronics,DSLR Cameras,Summer,China,Asia,9
Electronics,Security Cameras,Winter,Nigeria,Africa,8
Electronics,Security Cameras,Winter,China,Asia,15
Electronics,Security Cameras,Winter,South Africa,Africa,14
Electronics,Security Cameras,Rainy,South Africa,Africa,11
Electronics,Security Cameras,Winter,Nigeria,Africa,7
Electronics,Security Cameras,Winter,Kenya,Africa,5
Electronics,Security Cameras,Rainy,China,Asia,7
Electronics,Security Cameras,Rainy,South Africa,Africa,9
Electronics,Security Cameras,Summer,Kenya,Europe,7
Electronics,Security Cameras,Winter,Nigeria,America,11
Electronics,Camera Accessories,Summer,Morocco,Asia,20
Electronics,Camera Accessories,Winter,South Africa,Africa,22
Electronics,Camera Accessories,Winter,China,Australia,19
Electronics,Camera Accessories,Rainy,Nigeria,America,7
Electronics,Camera Accessories,Summer,Nigeria,America,18
Electronics,Camera Accessories,Summer,Kenya,Europe,7
Electronics,Camera Accessories,Summer,Nigeria,America,15
Electronics,Camera Accessories,Winter,Morocco,Asia,11
Electronics,Camera Accessories,Winter,South Africa,Africa,17
Electronics,Camera Accessories,Rainy,Nigeria,America,17
Electronics,Musical Instruments & Professional Audio,Winter,China,Australia,19
Electronics,Musical Instruments & Professional Audio,Winter,Nigeria,America,16
Electronics,Musical Instruments & Professional Audio,Summer,South Africa,Africa,18
Electronics,Musical Instruments & Professional Audio,Winter,South Africa,Africa,23
Electronics,Musical Instruments & Professional Audio,Summer,Kenya,Europe,21
Electronics,Musical Instruments & Professional Audio,Winter,Nigeria,America,22
Electronics,Musical Instruments & Professional Audio,Winter,Morocco,Asia,23
Electronics,Musical Instruments & Professional Audio,Rainy,South Africa,Africa,9
Electronics,Musical Instruments & Professional Audio,Rainy,South Africa,Africa,18
Electronics,Musical Instruments & Professional Audio,Rainy,China,Australia,21
Electronics,Gaming Consoles,Summer,Morocco,Asia,14
Electronics,Gaming Consoles,Rainy,South Africa,Africa,22
Electronics,Gaming Consoles,Summer,South Africa,Africa,16
Electronics,Gaming Consoles,Rainy,China,Australia,12
Electronics,Gaming Consoles,Rainy,Nigeria,America,22
Electronics,Gaming Consoles,Winter,Kenya,Europe,22
Electronics,Gaming Consoles,Summer,Morocco,Asia,22
Electronics,Gaming Consoles,Winter,Morocco,Asia,23
Electronics,Gaming Consoles,Rainy,China,Australia,19
Electronics,Gaming Consoles,Rainy,South Africa,Africa,8
Electronics,All Other Electronics,Summer,South Africa,Africa,6
Electronics,All Other Electronics,Winter,China,Australia,11
Electronics,All Other Electronics,Summer,Nigeria,America,9
Electronics,All Other Electronics,Rainy,Kenya,Europe,21
Electronics,All Other Electronics,Rainy,Nigeria,America,16
Electronics,All Other Electronics,Summer,South Africa,Africa,17
Electronics,All Other Electronics,Summer,Nigeria,America,10
Electronics,All Other Electronics,Rainy,Morocco,Asia,16
Electronics,All Other Electronics,Rainy,Morocco,Asia,13
Electronics,All Other Electronics,Winter,Kenya,Europe,10
Electronics,Air Conditioners,Rainy,South Africa,Africa,18
Electronics,Air Conditioners,Winter,Morocco,Asia,10
Electronics,Air Conditioners,Summer,China,Australia,8
Electronics,Air Conditioners,Summer,Morocco,Asia,12
Electronics,Air Conditioners,Summer,Nigeria,America,6
Electronics,Air Conditioners,Summer,South Africa,Africa,9
Electronics,Air Conditioners,Winter,China,Australia,25
Electronics,Air Conditioners,Summer,South Africa,Africa,7
Electronics,Air Conditioners,Winter,Nigeria,America,5
Electronics,Air Conditioners,Summer,South Africa,Africa,9
Electronics,Refrigerators,Summer,Nigeria,America,11
Electronics,Refrigerators,Summer,Nigeria,America,18
Electronics,Refrigerators,Rainy,Kenya,Europe,23
Electronics,Refrigerators,Rainy,Kenya,Europe,7
Electronics,Refrigerators,Winter,Kenya,Europe,5
Electronics,Refrigerators,Summer,Morocco,Asia,14
Electronics,Refrigerators,Rainy,Kenya,Europe,5
Electronics,Refrigerators,Rainy,Nigeria,America,24
Electronics,Refrigerators,Summer,Nigeria,America,23
Electronics,Refrigerators,Summer,South Africa,Africa,15
Electronics,Washing Machines,Summer,Nigeria,America,8
Electronics,Washing Machines,Rainy,Nigeria,America,9
Electronics,Washing Machines,Winter,Nigeria,America,24
Electronics,Washing Machines,Summer,South Africa,Africa,5
Electronics,Washing Machines,Summer,Nigeria,America,18
Electronics,Washing Machines,Rainy,Nigeria,America,18
Electronics,Washing Machines,Rainy,South Africa,Africa,11
Electronics,Washing Machines,Rainy,South Africa,Africa,7
Electronics,Washing Machines,Summer,South Africa,Africa,18
Electronics,Washing Machines,Rainy,South Africa,Africa,23
Electronics,Kitchen & Home Appliances,Winter,Kenya,Europe,18
Electronics,Kitchen & Home Appliances,Summer,Nigeria,America,19
Electronics,Kitchen & Home Appliances,Summer,South Africa,Africa,17
Electronics,Kitchen & Home Appliances,Summer,South Africa,Africa,11
Electronics,Kitchen & Home Appliances,Summer,China,Australia,19
Electronics,Kitchen & Home Appliances,Summer,South Africa,Africa,7
Electronics,Kitchen & Home Appliances,Winter,South Africa,Africa,13
Electronics,Kitchen & Home Appliances,Rainy,Morocco,Asia,16
Electronics,Kitchen & Home Appliances,Winter,China,Australia,17
Electronics,Kitchen & Home Appliances,Winter,South Africa,Africa,13
Electronics,Heating & Cooling Appliances,Winter,Nigeria,America,25
Electronics,Heating & Cooling Appliances,Summer,Morocco,Asia,25
Electronics,Heating & Cooling Appliances,Winter,Morocco,Asia,24
Electronics,Heating & Cooling Appliances,Rainy,South Africa,Africa,11
Electronics,Heating & Cooling Appliances,Winter,South Africa,Africa,22
Electronics,Heating & Cooling Appliances,Winter,South Africa,Africa,20
Electronics,Heating & Cooling Appliances,Summer,Nigeria,America,12
Electronics,Heating & Cooling Appliances,Summer,South Africa,Africa,16
Electronics,Heating & Cooling Appliances,Rainy,Kenya,Europe,7
Electronics,Heating & Cooling Appliances,Summer,Nigeria,America,20
Home appliances,Kitchen & Dining,Summer,South Africa,Africa,8
Home appliances,Kitchen & Dining,Rainy,Morocco,Asia,23
Home appliances,Kitchen & Dining,Winter,China,Australia,7
Home appliances,Kitchen & Dining,Winter,Kenya,Europe,15
Home appliances,Kitchen & Dining,Rainy,Nigeria,America,6
Home appliances,Kitchen & Dining,Winter,Kenya,Europe,8
Home appliances,Kitchen & Dining,Winter,Morocco,Asia,24
Home appliances,Kitchen & Dining,Winter,Kenya,Europe,19
Home appliances,Kitchen & Dining,Rainy,Morocco,Asia,18
Home appliances,Kitchen & Dining,Rainy,Morocco,Asia,19
Home appliances,Kitchen Storage & Containers,Winter,Kenya,Europe,17
Home appliances,Kitchen Storage & Containers,Winter,South Africa,Africa,24
Home appliances,Kitchen Storage & Containers,Winter,Kenya,Europe,5
Home appliances,Kitchen Storage & Containers,Winter,South Africa,Africa,10
Home appliances,Kitchen Storage & Containers,Winter,Kenya,Europe,15
Home appliances,Kitchen Storage & Containers,Rainy,Nigeria,America,8
Home appliances,Kitchen Storage & Containers,Rainy,Kenya,Europe,12
Home appliances,Kitchen Storage & Containers,Winter,China,Australia,11
Home appliances,Kitchen Storage & Containers,Rainy,Nigeria,America,18
Home appliances,Kitchen Storage & Containers,Rainy,Nigeria,America,22
Home appliances,Furniture,Winter,South Africa,Africa,5
Home appliances,Furniture,Winter,Nigeria,America,15
Home appliances,Furniture,Rainy,Nigeria,America,12
Home appliances,Furniture,Winter,Nigeria,America,19
Home appliances,Furniture,Winter,Kenya,Europe,20
Home appliances,Furniture,Summer,South Africa,Africa,22
Home appliances,Furniture,Summer,Morocco,Asia,15
Home appliances,Furniture,Winter,China,Australia,24
Home appliances,Furniture,Rainy,Morocco,Asia,15
Home appliances,Furniture,Summer,China,Australia,16
Home appliances,Fine Art,Winter,Kenya,Europe,12
Home appliances,Fine Art,Winter,Kenya,Europe,9
Home appliances,Fine Art,Summer,Morocco,Asia,9
Home appliances,Fine Art,Summer,South Africa,Africa,11
Home appliances,Fine Art,Rainy,Kenya,Europe,20
Home appliances,Fine Art,Rainy,China,Australia,22
